OBJECTID,EDGELEVEL,TOLL,LTN,MED,RST,UUID,OBJVAL,left,top,right,bottom,length,hex_id
"2357",1,Vignette,"4",With median,Paved,{1EEE0078-2578-4EED-B470-8171F002E054},Autobahn,2611863.708952527958900,1227937.262499999953434,2612441.059221717528999,1227437.262499999953434,"503","129201"
"2357",1,Vignette,"4",With median,Paved,{1EEE0078-2578-4EED-B470-8171F002E054},Autobahn,2611863.708952527958900,1227437.262499999953434,2612441.059221717528999,1226937.262499999953434,"506","129202"
"2357",1,Vignette,"4",With median,Paved,{1EEE0078-2578-4EED-B470-8171F002E054},Autobahn,2611863.708952527958900,1226937.262499999953434,2612441.059221717528999,1226437.262499999953434,"474","129203"
"2357",1,Vignette,"4",With median,Paved,{1EEE0078-2578-4EED-B470-8171F002E054},Autobahn,2611863.708952527958900,1226437.262499999953434,2612441.059221717528999,1225937.262499999953434,"245","129204"
"2358",1,Vignette,"4",With median,Paved,{0210B740-7987-4C48-A25D-4D02D04492E4},Autobahn,2611430.696250635664910,1225187.262499999953434,2612008.046519825235009,1224687.262499999953434,"51","128764"
"2359",1,Vignette,"4",With median,Paved,{31686393-515E-4F24-B165-520223D0724B},Autobahn,2611430.696250635664910,1225687.262499999953434,2612008.046519825235009,1225187.262499999953434,"44","128763"
"2359",1,Vignette,"4",With median,Paved,{31686393-515E-4F24-B165-520223D0724B},Autobahn,2611430.696250635664910,1225187.262499999953434,2612008.046519825235009,1224687.262499999953434,"265","128764"
"2360",1,Vignette,"4",With median,Paved,{D7925F11-5BA3-406C-89E9-70A8E2877025},Autobahn,2610997.683548743836582,1224937.262499999953434,2611575.033817933406681,1224437.262499999953434,"296","128323"
"2360",1,Vignette,"4",With median,Paved,{D7925F11-5BA3-406C-89E9-70A8E2877025},Autobahn,2611430.696250635664910,1225187.262499999953434,2612008.046519825235009,1224687.262499999953434,"32","128764"
"2361",1,Vignette,"4",With median,Paved,{D66AF67C-7264-40A4-A92E-7CE778BBB121},Autobahn,2611430.696250635664910,1225187.262499999953434,2612008.046519825235009,1224687.262499999953434,"64","128764"
"2362",1,Vignette,"4",With median,Paved,{8B7A150F-89B1-4994-9419-436A14D2BE4C},Autobahn,2610131.658144959248602,1218437.262499999953434,2610709.008414148818702,1217937.262499999953434,"173","127452"
"2362",1,Vignette,"4",With median,Paved,{8B7A150F-89B1-4994-9419-436A14D2BE4C},Autobahn,2610564.670846851542592,1218687.262499999953434,2611142.021116041112691,1218187.262499999953434,"295","127893"
"2362",1,Vignette,"4",With median,Paved,{8B7A150F-89B1-4994-9419-436A14D2BE4C},Autobahn,2610564.670846851542592,1218187.262499999953434,2611142.021116041112691,1217687.262499999953434,"30","127894"
"2363",1,Vignette,"4",With median,Paved,{BBF6760D-6DBE-4A79-92AD-10D807E6B336},Autobahn,2609698.645443066954613,1214687.262499999953434,2610275.995712256524712,1214187.262499999953434,"290","127017"
"2363",1,Vignette,"4",With median,Paved,{BBF6760D-6DBE-4A79-92AD-10D807E6B336},Autobahn,2610131.658144959248602,1214937.262499999953434,2610709.008414148818702,1214437.262499999953434,"143","127459"
"2364",1,Vignette,"4",With median,Paved,{9CD361DD-1DE8-4978-B1E4-A247276B38FD},Autobahn,2609698.645443066954613,1214687.262499999953434,2610275.995712256524712,1214187.262499999953434,"125","127017"
"2364",1,Vignette,"4",With median,Paved,{9CD361DD-1DE8-4978-B1E4-A247276B38FD},Autobahn,2609698.645443066954613,1214187.262499999953434,2610275.995712256524712,1213687.262499999953434,"98","127018"
"2365",-1,Vignette,"4",With median,Paved,{AB283B74-52B2-4DDF-A2B7-0988B6A7AC84},Autobahn,2609698.645443066954613,1215187.262499999953434,2610275.995712256524712,1214687.262499999953434,"135","127016"
"2365",-1,Vignette,"4",With median,Paved,{AB283B74-52B2-4DDF-A2B7-0988B6A7AC84},Autobahn,2610131.658144959248602,1215437.262499999953434,2610709.008414148818702,1214937.262499999953434,"10","127458"
"2365",-1,Vignette,"4",With median,Paved,{AB283B74-52B2-4DDF-A2B7-0988B6A7AC84},Autobahn,2610131.658144959248602,1214937.262499999953434,2610709.008414148818702,1214437.262499999953434,"139","127459"
"2366",2,Vignette,"4",With median,Paved,{F0EEE5ED-1C1A-43EB-B1D1-694867A3C92D},Autobahn,2610564.670846851542592,1229187.262499999953434,2611142.021116041112691,1228687.262499999953434,"31","127872"
"2366",2,Vignette,"4",With median,Paved,{F0EEE5ED-1C1A-43EB-B1D1-694867A3C92D},Autobahn,2610997.683548743836582,1228937.262499999953434,2611575.033817933406681,1228437.262499999953434,"306","128315"
"2367",1,Vignette,"4",With median,Paved,{830FCDC7-E3E5-4204-AD7D-CABB1D13D471},Autobahn,2598007.302491976879537,1225437.262499999953434,2598584.652761166449636,1224937.262499999953434,"117","115062"
"2367",1,Vignette,"4",With median,Paved,{830FCDC7-E3E5-4204-AD7D-CABB1D13D471},Autobahn,2598440.315193869173527,1225187.262499999953434,2599017.665463058743626,1224687.262499999953434,"312","115504"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2600605.378703330177814,1225937.262499999953434,2601182.728972519747913,1225437.262499999953434,"160","117713"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601038.391405222471803,1226187.262499999953434,2601615.741674412041903,1225687.262499999953434,"258","118154"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601038.391405222471803,1225687.262499999953434,2601615.741674412041903,1225187.262499999953434,"242","118155"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601471.404107114765793,1226437.262499999953434,2602048.754376304335892,1225937.262499999953434,"250","118596"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601471.404107114765793,1225937.262499999953434,2602048.754376304335892,1225437.262499999953434,"243","118597"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601904.416809007059783,1226687.262499999953434,2602481.767078196629882,1226187.262499999953434,"181","119037"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2601904.416809007059783,1226187.262499999953434,2602481.767078196629882,1225687.262499999953434,"279","119038"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2602337.429510898888111,1226937.262499999953434,2602914.779780088923872,1226437.262499999953434,"8","119479"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2602337.429510898888111,1226437.262499999953434,2602914.779780088923872,1225937.262499999953434,"417","119480"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2602770.442212791647762,1226687.262499999953434,2603347.792481981217861,1226187.262499999953434,"502","119921"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2603203.454914683476090,1226937.262499999953434,2603780.805183873046190,1226437.262499999953434,"506","120363"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2603636.467616575770080,1227187.262499999953434,2604213.817885765340179,1226687.262499999953434,"506","120804"
"2368",1,Vignette,"4",With median,Paved,{1F109C26-508B-4955-B4F9-48D559AFE794},Autobahn,2604069.480318468064070,1227437.262499999953434,2604646.830587657634169,1226937.262499999953434,"226","121246"
"2369",-1,Vignette,"4",With median,Paved,{037B7225-4425-4770-A19E-61903AB1698F},Autobahn,2606667.556529821362346,1226937.262499999953434,2607244.906799010466784,1226437.262499999953434,"15","123899"
"2369",-1,Vignette,"4",With median,Paved,{037B7225-4425-4770-A19E-61903AB1698F},Autobahn,2607100.569231714121997,1227187.262499999953434,2607677.919500903226435,1226687.262499999953434,"298","124340"
"2370",1,Vignette,"4",With median,Paved,{3F8375F8-D91A-466C-9F5E-1917ECBFC9EC},Autobahn,2607100.569231714121997,1227187.262499999953434,2607677.919500903226435,1226687.262499999953434,"208","124340"
"2371",-1,Vignette,"4",With median,Paved,{F3A74FA3-5393-4D63-AA0E-DBC155B5858E},Autobahn,2607966.594635498244315,1227187.262499999953434,2608543.944904687814415,1226687.262499999953434,"214","125224"
"2372",-1,Vignette,"4",With median,Paved,{F4FD0C3B-BA43-4E94-9460-FB2455F780A2},Autobahn,2607966.594635498244315,1227187.262499999953434,2608543.944904687814415,1226687.262499999953434,"208","125224"
"2372",-1,Vignette,"4",With median,Paved,{F4FD0C3B-BA43-4E94-9460-FB2455F780A2},Autobahn,2608399.607337390072644,1227437.262499999953434,2608976.957606579177082,1226937.262499999953434,"507","125666"
"2372",-1,Vignette,"4",With median,Paved,{F4FD0C3B-BA43-4E94-9460-FB2455F780A2},Autobahn,2608832.620039282832295,1227687.262499999953434,2609409.970308471936733,1227187.262499999953434,"502","126107"
"2372",-1,Vignette,"4",With median,Paved,{F4FD0C3B-BA43-4E94-9460-FB2455F780A2},Autobahn,2609265.632741174660623,1227937.262499999953434,2609842.983010364230722,1227437.262499999953434,"114","126549"
"2373",1,Vignette,"4",With median,Paved,{50C1CD03-CEF4-469B-9502-DD1FBEB5C7C8},Autobahn,2607533.581933605950326,1227437.262499999953434,2608110.932202795520425,1226937.262499999953434,"205","124782"
"2373",1,Vignette,"4",With median,Paved,{50C1CD03-CEF4-469B-9502-DD1FBEB5C7C8},Autobahn,2607966.594635498244315,1227187.262499999953434,2608543.944904687814415,1226687.262499999953434,"71","125224"
"2374",1,Vignette,"4",With median,Paved,{771BA798-300F-4B51-ACD8-E7D34DD6D4AA},Autobahn,2607100.569231714121997,1227187.262499999953434,2607677.919500903226435,1226687.262499999953434,"55","124340"
"2374",1,Vignette,"4",With median,Paved,{771BA798-300F-4B51-ACD8-E7D34DD6D4AA},Autobahn,2607533.581933605950326,1227437.262499999953434,2608110.932202795520425,1226937.262499999953434,"100","124782"
"2374",1,Vignette,"4",With median,Paved,{771BA798-300F-4B51-ACD8-E7D34DD6D4AA},Autobahn,2607533.581933605950326,1226937.262499999953434,2608110.932202795520425,1226437.262499999953434,"7","124783"
"2375",1,Vignette,"4",With median,Paved,{1F1864A7-57F7-4343-86FF-1E88B9FD754D},Autobahn,2609698.645443066954613,1228687.262499999953434,2610275.995712256524712,1228187.262499999953434,"66","126989"
"2375",1,Vignette,"4",With median,Paved,{1F1864A7-57F7-4343-86FF-1E88B9FD754D},Autobahn,2609698.645443066954613,1228187.262499999953434,2610275.995712256524712,1227687.262499999953434,"17","126990"
"2375",1,Vignette,"4",With median,Paved,{1F1864A7-57F7-4343-86FF-1E88B9FD754D},Autobahn,2610131.658144959248602,1228937.262499999953434,2610709.008414148818702,1228437.262499999953434,"215","127431"
"2375",1,Vignette,"4",With median,Paved,{1F1864A7-57F7-4343-86FF-1E88B9FD754D},Autobahn,2610131.658144959248602,1228437.262499999953434,2610709.008414148818702,1227937.262499999953434,"351","127432"
"2376",1,Vignette,"4",With median,Paved,{61879E0D-1A8D-4C7D-A2D9-672561C3EDBB},Autobahn,2609698.645443066954613,1228187.262499999953434,2610275.995712256524712,1227687.262499999953434,"72","126990"
"2377",1,Vignette,"4",With median,Paved,{A6F07589-4191-4302-9DE6-043051AF8456},Autobahn,2609698.645443066954613,1228187.262499999953434,2610275.995712256524712,1227687.262499999953434,"249","126990"
"2378",1,Vignette,"4",With median,Paved,{318AC89F-341E-4C48-8B20-CC8A268A37EC},Autobahn,2609698.645443066954613,1228187.262499999953434,2610275.995712256524712,1227687.262499999953434,"141","126990"
"2379",1,Vignette,"4",With median,Paved,{40AE5B1B-C6FA-4143-8ABA-B056B094810F},Autobahn,2609265.632741174660623,1227937.262499999953434,2609842.983010364230722,1227437.262499999953434,"127","126549"
"2379",1,Vignette,"4",With median,Paved,{40AE5B1B-C6FA-4143-8ABA-B056B094810F},Autobahn,2609698.645443066954613,1228187.262499999953434,2610275.995712256524712,1227687.262499999953434,"16","126990"
"2380",1,Vignette,"4",With median,Paved,{35D8E948-757E-4EFE-89E8-FCC5522A48DD},Autobahn,2609265.632741174660623,1227937.262499999953434,2609842.983010364230722,1227437.262499999953434,"265","126549"
"2381",-1,Vignette,"4",With median,Paved,{C38E463D-F1AE-436C-AD5C-2190A673EF84},Autobahn,2604069.480318468064070,1227437.262499999953434,2604646.830587657634169,1226937.262499999953434,"222","121246"
"2381",-1,Vignette,"4",With median,Paved,{C38E463D-F1AE-436C-AD5C-2190A673EF84},Autobahn,2604502.493020360358059,1227187.262499999953434,2605079.843289549928159,1226687.262499999953434,"376","121688"
"2381",-1,Vignette,"4",With median,Paved,{C38E463D-F1AE-436C-AD5C-2190A673EF84},Autobahn,2604935.505722252652049,1227437.262499999953434,2605512.855991442687809,1226937.262499999953434,"425","122130"
"2381",-1,Vignette,"4",With median,Paved,{C38E463D-F1AE-436C-AD5C-2190A673EF84},Autobahn,2605368.518424144946039,1227187.262499999953434,2605945.868693334516138,1226687.262499999953434,"157","122572"
"2382",1,Vignette,"4",With median,Paved,{10EC6CFA-A579-4C2F-BB98-FDA1875E847B},Autobahn,2610997.683548743836582,1228937.262499999953434,2611575.033817933406681,1228437.262499999953434,"215","128315"
"2382",1,Vignette,"4",With median,Paved,{10EC6CFA-A579-4C2F-BB98-FDA1875E847B},Autobahn,2611430.696250635664910,1229187.262499999953434,2612008.046519825235009,1228687.262499999953434,"423","128756"
"2382",1,Vignette,"4",With median,Paved,{10EC6CFA-A579-4C2F-BB98-FDA1875E847B},Autobahn,2611863.708952527958900,1228937.262499999953434,2612441.059221717528999,1228437.262499999953434,"86","129199"
"2383",1,Vignette,"4",With median,Paved,{15ED891F-D49A-411D-95C5-FC3AD9FAA3CB},Autobahn,2564665.324446276295930,1206687.262499999953434,2565242.674715465400368,1206187.262499999953434,"79","81065"
"2383",1,Vignette,"4",With median,Paved,{15ED891F-D49A-411D-95C5-FC3AD9FAA3CB},Autobahn,2565098.337148169055581,1206937.262499999953434,2565675.687417358160019,1206437.262499999953434,"266","81507"
"2384",-1,Vignette,"4",With median,Paved,{6E11D00F-6365-404D-BD40-B0EBC0A1DDAF},Autobahn,2565098.337148169055581,1206937.262499999953434,2565675.687417358160019,1206437.262499999953434,"191","81507"
"2385",1,Vignette,"4",With median,Paved,{41529D99-0ABC-407A-9919-0BB95D813979},Autobahn,2563799.299042491707951,1206187.262499999953434,2564376.649311681278050,1205687.262499999953434,"174","80182"
"2385",1,Vignette,"4",With median,Paved,{41529D99-0ABC-407A-9919-0BB95D813979},Autobahn,2564232.311744384001940,1206437.262499999953434,2564809.662013573572040,1205937.262499999953434,"401","80624"
"2386",-1,Vignette,"4",With median,Paved,{BCD059F6-7DF2-4710-982D-D378B8B90FF3},Autobahn,2564232.311744384001940,1206437.262499999953434,2564809.662013573572040,1205937.262499999953434,"101","80624"
"2386",-1,Vignette,"4",With median,Paved,{BCD059F6-7DF2-4710-982D-D378B8B90FF3},Autobahn,2564665.324446276295930,1206687.262499999953434,2565242.674715465400368,1206187.262499999953434,"423","81065"
"2387",1,Vignette,"4",With median,Paved,{7628F1C5-F004-415C-8BE6-20B86DF34FD9},Autobahn,2562933.273638707119972,1205687.262499999953434,2563510.623907896690071,1205187.262499999953434,"139","79299"
"2388",1,Vignette,"4",With median,Paved,{EC6AAEF7-F71E-4D4B-91BC-450D341EF548},Autobahn,2562500.260936815291643,1205437.262499999953434,2563077.611206004861742,1204937.262499999953434,"56","78858"
"2388",1,Vignette,"4",With median,Paved,{EC6AAEF7-F71E-4D4B-91BC-450D341EF548},Autobahn,2562933.273638707119972,1205687.262499999953434,2563510.623907896690071,1205187.262499999953434,"153","79299"
"2389",1,Vignette,"4",With median,Paved,{2863C552-521B-49BC-A976-E869D6539F13},Autobahn,2562933.273638707119972,1205687.262499999953434,2563510.623907896690071,1205187.262499999953434,"187","79299"
"2390",-1,Vignette,"4",With median,Paved,{6E4F0961-40CB-43FF-A727-FEB966E3996A},Autobahn,2563366.286340599413961,1205937.262499999953434,2563943.636609788984060,1205437.262499999953434,"166","79741"
"2391",-1,Vignette,"4",With median,Paved,{7ABF4299-4E39-4475-AC3D-2CC7F6001DC1},Autobahn,2563366.286340599413961,1206437.262499999953434,2563943.636609788984060,1205937.262499999953434,"85","79740"
"2391",-1,Vignette,"4",With median,Paved,{7ABF4299-4E39-4475-AC3D-2CC7F6001DC1},Autobahn,2563799.299042491707951,1206187.262499999953434,2564376.649311681278050,1205687.262499999953434,"313","80182"
"2392",1,Vignette,"4",With median,Paved,{D4F86FC2-202A-47AD-B14A-B10DEA26A980},Autobahn,2565098.337148169055581,1206937.262499999953434,2565675.687417358160019,1206437.262499999953434,"99","81507"
"2392",1,Vignette,"4",With median,Paved,{D4F86FC2-202A-47AD-B14A-B10DEA26A980},Autobahn,2565531.349850060418248,1206687.262499999953434,2566108.700119249988347,1206187.262499999953434,"119","81949"
"2393",1,Vignette,"4",With median,Paved,{73C4985B-52A8-4175-A9BD-3FA7281A1191},Autobahn,2568129.426061413716525,1207687.262499999953434,2568706.776330603286624,1207187.262499999953434,"195","84599"
"2394",1,Vignette,"4",With median,Paved,{852332C9-B36B-42E3-B26E-F42D6B11B26F},Autobahn,2568129.426061413716525,1208187.262499999953434,2568706.776330603286624,1207687.262499999953434,"146","84598"
"2394",1,Vignette,"4",With median,Paved,{852332C9-B36B-42E3-B26E-F42D6B11B26F},Autobahn,2568129.426061413716525,1207687.262499999953434,2568706.776330603286624,1207187.262499999953434,"77","84599"
"2395",2,Vignette,"4",With median,Paved,{8D7127BA-8C81-4D4C-AAF0-7CBEF19976B2},Autobahn,2568129.426061413716525,1208187.262499999953434,2568706.776330603286624,1207687.262499999953434,"98","84598"
"2411",1,Vignette,"6",With median,Paved,{23D56B74-BC6F-4822-9374-1F0C34B6EFDB},Autobahn,2633514.344047138933092,1240937.262499999953434,2634091.694316328503191,1240437.262499999953434,"73","151275"
"2411",1,Vignette,"6",With median,Paved,{23D56B74-BC6F-4822-9374-1F0C34B6EFDB},Autobahn,2633947.356749031227082,1240687.262499999953434,2634524.707018220797181,1240187.262499999953434,"131","151717"
"2412",2,Vignette,"6",With median,Paved,{4F0115F1-A877-4BB2-B5CF-1ADCDDBD25F7},Autobahn,2633514.344047138933092,1240937.262499999953434,2634091.694316328503191,1240437.262499999953434,"249","151275"
"2413",1,Vignette,"4",With median,Paved,{2797CE20-0EF8-4008-A312-668415C0FE0A},Autobahn,2613595.759760096669197,1231437.262499999953434,2614173.110029286704957,1230937.262499999953434,"43","130962"
"2413",1,Vignette,"4",With median,Paved,{2797CE20-0EF8-4008-A312-668415C0FE0A},Autobahn,2613595.759760096669197,1230937.262499999953434,2614173.110029286704957,1230437.262499999953434,"129","130963"
"2413",1,Vignette,"4",With median,Paved,{2797CE20-0EF8-4008-A312-668415C0FE0A},Autobahn,2614028.772461988963187,1231687.262499999953434,2614606.122731178533286,1231187.262499999953434,"410","131403"
